Seqno,STOCK_ID,GS_ACCNO,NAME,Source_Accno,CROPYEAR,AWPR_REPRO,CUDI_CODE_REPRO,CULT_CODE_REPRO,CUNO_CODE_REPRO,LLT_CODE,PLT_CODE_POST,SDHT_CODE,APANTH_REPRO,APSH,APCO_REV_POST,APCO_REV_REPRO,AWCO_LREV,AWCO_REV,AWDIST,BLANTHPR_VEG,BLANTHDI_VEG,BLPUB_VEG,BLSCO_ANTH_VEG,BLSCO_REV_VEG,CCO_REV_VEG,CUAN_REPRO,ENDO,FLA_EREPRO,FLA_REPRO,INANTH,LIGCO_REV_VEG,LIGSH,LPCO_REV_POST,LPPUB,LSEN,NOANTH,PEX_REPRO,PTH,SCCO_REV,SECOND_BR_REPRO,SLCO_REV,SPKF,SLLT_CODE,AUCO_REV_VEG,BLCO_REV_VEG,CUST_REPRO,INCO_REV_REPRO,LA,NOCO_REV,PA_REPRO,PSH,PTY
724,1024,128508,YI SUI QI::IRGC 60088-1,60088,,0,1,4,3,3,2,2,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,053,5,9,,9,2,010,1,020,4,3,061,060,3,041,3,,2,1,5
725,1025,127104,ACC 1286::IRGC 60116-1,60116,,0,1,2,3,2,2,1,,,,020,,000,,,,3,,060,060,1,1,,1,,011,3,020,4,7,,9,1,010,1,020,4,3,061,063,1,060,1,,2,1,5
726,1026,132313,36037-1::IRGC 60177-2,60177,,0,1,2,2,2,2,1,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,5,9,,7,1,010,1,020,4,1,061,063,3,060,2,,2,1,5
727,1027,127636,MR 69::IRGC 60188-1,60188,1992WS,0,2,4,2,3,3,1,,,020,052,,000,,,,3,,060,061,5,1,,3,,011,3,042,4,7,,7,3,010,1,020,4,3,061,060,1,041,2,060,2,1,5
728,1028,132293,PULUT MERAH 2::IRGC 60427-1,60427,1994WS,1,2,5,3,4,3,2,,,087,020,,020,,,,3,,060,061,1,1,,1,,011,3,054,1,9,,9,2,010,1,020,4,3,061,060,1,041,1,060,2,5,5
729,1029,127259,CHAN THANH HOA::IRGC 60647-1,60647,1990WS,0,2,4,3,3,3,3,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,3,,9,3,010,1,020,5,1,061,060,3,041,3,060,2,1,7
730,1030,128213,AMAKOYALI::IRGC 60878-1,60878,1994WS,0,1,4,3,4,3,2,,,020,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,5,,7,2,070,1,020,4,3,061,060,3,041,1,060,2,5,5
731,1031,127221,BHAINSA MUNDARIYA::IRGC 60893-1,60893,,0,1,2,2,3,2,1,,,,080,,000,,,,3,,084,060,1,1,,1,,011,3,020,2,5,,3,2,010,1,020,3,3,061,060,1,060,3,,2,1,4
732,1032,127222,BHATA PYAGI::IRGC 60895-1,60895,,0,1,3,2,4,2,2,,,,080,,000,,,,3,,084,060,1,1,,3,,011,3,020,2,7,,5,2,010,1,020,3,3,061,060,1,060,3,,2,1,5
733,1033,127387,GODADANI::IRGC 60944-1,60944,,0,1,3,2,2,3,2,,,,070,,000,,,,3,,060,060,5,1,,3,,011,3,054,4,5,,7,2,070,1,020,4,3,061,060,3,060,3,,2,1,5
734,1034,127468,JUGRAY::IRGC 60960-1,60960,,0,1,4,2,2,2,2,,,,080,,000,,,,3,,080,080,5,1,,5,,080,3,020,5,5,,9,3,010,1,020,4,3,080,085,5,084,3,,2,1,4
735,1035,128353,KOTODESHI::IRGC 60982-1,60982,1994WS,0,1,4,3,3,3,2,,,080,080,,000,,,,3,,060,061,1,1,,1,,011,3,054,4,7,,7,3,010,1,020,4,3,061,063,3,041,1,060,2,5,5
736,1036,127847,TAN NONG::IRGC 56126-1,56126,,0,2,4,2,3,2,2,,,,080,,000,,,,3,,060,080,1,2,,1,,011,3,054,2,9,,5,2,010,1,020,4,3,080,063,1,060,5,,2,1,5
737,1037,127597,MALCHI::IRGC 61004-1,61004,,0,1,3,2,2,2,2,,,,080,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,7,,7,2,010,1,020,4,3,061,063,3,084,3,,2,1,5
738,1038,128425,PANDRI PAREWA::IRGC 61030-1,61030,,5,1,3,2,2,3,2,,,,020,,020,,,,3,,060,061,3,1,,3,,011,3,042,4,5,,3,2,070,1,020,4,3,061,063,3,041,3,,2,1,5
739,1039,127829,SUGARKAND::IRGC 61059-1,61059,,0,1,3,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,5,,7,3,010,1,020,4,3,061,060,3,041,3,,2,1,5
740,1040,127233,BOKDEL::IRGC 61085-1,61085,1992WS,0,2,6,2,3,3,2,,,020,020,,000,,,,3,,060,061,5,1,,3,,011,3,052,4,1,,9,3,010,1,020,4,3,061,060,3,041,7,060,2,1,5
741,1042,127878,UPRH 31::IRGC 61503-1,61503,,0,1,5,2,4,2,2,,,,087,,000,,,,3,,081,061,3,1,,5,,084,3,090,2,1,,9,3,070,1,080,5,1,061,089,3,080,5,,2,1,5
742,1043,128495,UPRH 33::IRGC 61505-1,61505,,0,2,5,2,3,3,2,,,,087,,000,,,,3,,081,061,3,1,,5,,011,3,042,4,7,,9,2,010,1,080,5,1,061,085,5,084,1,,2,1,4
743,1044,127879,UPRH 58::IRGC 61525-1,61525,,1,2,5,2,4,3,2,,,,020,,020,,,,3,,060,061,3,1,,5,,011,3,042,2,5,,9,2,010,1,020,3,1,061,061,5,041,9,,2,1,9
744,1045,127875,UPRH 166::IRGC 61615-1,61615,,0,2,4,2,3,3,2,,,,080,,000,,,,3,,060,061,5,1,,3,,011,3,042,4,3,,7,2,010,1,040,4,1,061,060,1,060,4,,2,1,7
745,1046,127876,UPRH 197::IRGC 61641-1,61641,,1,2,5,2,4,3,2,,,,087,,080,,,,2,,084,061,3,1,,3,,084,3,090,3,3,,5,3,010,1,080,5,1,061,085,5,080,7,,2,1,2
746,1047,127877,UPRH 265::IRGC 61689-1,61689,1990WS,0,2,4,3,3,3,1,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,042,4,9,,9,3,010,1,020,4,1,061,060,1,060,5,060,2,1,5
747,1050,127122,ANADI WHITE::IRGC 61897-1,61897,,0,1,4,2,3,3,3,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,7,,9,2,010,1,020,4,1,061,060,5,060,2,,2,1,5
748,1051,127411,HOLDIGANTHI::IRGC 61105-1,61105,1994WS,0,2,7,2,3,4,2,,,020,020,,000,,,,3,,060,061,3,1,,3,,011,3,042,4,5,,7,3,070,1,020,4,3,061,060,3,041,1,060,2,5,5
749,1052,127281,CHOBO::IRGC 61930-1,61930,,0,2,7,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,2,7,,9,1,010,1,070,5,1,061,060,5,041,3,,2,1,5
750,1053,127395,GUDURA::IRGC 61955-1,61955,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,7,,3,2,010,1,020,5,1,061,061,5,041,4,,2,1,3
751,1054,127448,JADO::IRGC 61966-1,61966,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,5,1,,5,,011,3,020,4,7,,9,2,010,1,020,4,3,000,060,3,041,6,,2,1,5
752,1055,127494,KARISHNABELI::IRGC 61979-1,61979,1993WS,0,1,7,2,4,4,2,,,071,020,,000,,,,3,,060,061,3,1,,3,,011,3,054,3,3,,7,3,010,1,020,4,3,061,060,3,041,5,060,2,1,5
753,1056,127554,LATIJHABAR::IRGC 61991-1,61991,,0,1,3,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,1,,011,3,042,2,5,,9,2,051,1,020,3,1,061,060,3,041,2,,2,1,3
754,1057,127737,POHHERLIMASION::IRGC 62025-1,62025,1990WS,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,9,,9,3,010,1,020,5,1,061,060,3,060,5,060,2,1,5
755,1058,128466,SETO JHINUWA::IRGC 62043-1,62043,,0,2,7,2,3,4,2,,,,087,,000,,,,3,,060,061,3,1,,3,,011,3,090,3,7,,9,2,010,1,080,4,1,061,060,5,084,2,,2,1,6
756,1059,,KHAO BAWNG::IRGC 61260-1,61260,2002WS,7,2,7,2,3,3,2,,,020,020,,020,,,,3,,060,061,3,1,,5,,011,3,020,4,7,,9,1,010,1,020,3,3,061,061,3,060,5,060,2,1,5
757,1060,128294,GAM PERNG::IRGC 62135-1,62135,,0,2,5,2,4,3,3,,,,080,,000,,,,3,,081,080,3,2,,5,,080,3,100,2,7,,5,2,080,1,080,4,1,080,089,5,080,5,,2,1,3
758,1061,127654,NCS 271 A::IRGC 62216-1,62216,,1,1,4,2,3,3,2,,,,010,,020,,,,3,,060,061,5,1,,3,,011,3,020,4,5,,5,2,070,1,020,5,3,061,061,7,060,3,,2,1,9
759,1062,127656,NCS 331::IRGC 62247-1,62247,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,060,1,1,,3,,011,3,054,2,7,,9,1,010,1,020,5,3,061,060,3,060,2,,2,1,5
760,1063,127657,NCS 349::IRGC 62257-1,62257,,0,1,2,2,2,3,2,,,,020,,000,,,,2,,060,060,1,1,,3,,011,3,053,2,5,,7,1,010,1,020,5,1,061,060,1,060,2,,2,1,5
761,1064,127658,NCS 458::IRGC 62290-1,62290,,0,1,6,2,3,3,2,,,,080,,000,,,,3,,080,080,3,1,,3,,080,3,020,2,3,,9,2,070,1,020,3,1,080,085,3,060,2,,2,1,1
762,1065,127659,NCS 477::IRGC 62299-1,62299,,0,1,4,2,3,3,2,,,,080,,000,,,,2,,080,060,5,1,,5,,080,3,042,2,3,,7,2,010,1,080,4,1,061,085,3,084,7,,2,1,7
763,1066,127661,NCS 599::IRGC 62373-1,62373,,1,1,5,2,3,3,2,,,,080,,020,,,,3,,080,080,3,1,,1,,084,3,020,2,3,,9,2,010,1,020,5,1,080,085,3,084,3,,2,1,1
764,1067,127662,NCS 603 B::IRGC 62377-1,62377,1992WS,1,2,4,2,3,3,2,,,020,020,,020,,,,3,,060,061,3,1,,3,,011,3,042,4,7,,7,3,010,2,020,4,3,061,063,3,041,2,060,2,1,5
765,1068,127663,NCS 745::IRGC 62466-1,62466,,0,1,4,2,3,3,2,,,,080,,000,,,,3,,060,061,3,1,,3,,011,3,053,2,5,,3,3,070,1,020,5,1,061,060,3,084,5,,2,1,4
766,1069,127587,MAE HAWM::IRGC 61283-1,61283,1994WS,0,2,4,3,3,3,2,,,080,080,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,5,,7,2,010,1,020,4,3,061,060,3,041,5,060,2,5,5
767,1070,127664,NCS 766::IRGC 62478-1,62478,,0,2,6,2,3,3,2,,,,010,,000,,,,3,,060,061,3,1,,3,,011,3,042,2,3,,9,2,010,1,020,4,1,061,063,3,060,9,,2,1,5
768,1071,127665,NCS 771 A::IRGC 62483-1,62483,,0,1,5,2,2,3,2,,,,010,,000,,,,2,,060,061,3,1,,3,,011,3,020,2,5,,7,2,010,1,020,4,3,061,060,3,041,7,,2,1,6
769,1072,127666,NCS 809 A::IRGC 62502-1,62502,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,5,,7,2,010,1,020,4,3,061,063,3,041,5,,2,1,3
770,1073,127667,NCS 830::IRGC 62518-1,62518,,0,1,4,2,3,3,2,,,,010,,000,,,,3,,060,061,1,1,,1,,011,3,020,2,5,,7,2,051,1,020,5,1,061,060,1,060,4,,2,1,3
771,1074,127668,NCS 901 A::IRGC 62568-1,62568,,0,1,6,2,3,3,2,,,,080,,000,,,,3,,081,080,1,1,,1,,084,3,020,2,3,,3,2,010,1,020,4,3,080,085,3,084,4,,2,1,6
772,1075,128291,FEI ZHAO 12::IRGC 62683-1,62683,,0,1,2,2,2,2,1,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,2,9,,9,1,010,1,020,4,1,061,063,1,060,3,,2,1,5
773,1076,128303,GONG SHE 9::IRGC 62693-1,62693,,0,1,2,2,2,2,2,,,,052,,000,,,,3,,060,061,1,1,,5,,011,3,042,2,9,,9,2,010,1,040,4,1,061,063,1,060,2,,2,1,5
774,1077,128384,MA SHE 8::IRGC 62750-1,62750,,0,1,1,2,2,2,1,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,9,,5,1,010,1,020,4,1,061,063,1,060,1,,2,1,3
775,1078,128434,PL 3165::IRGC 62827-1,62827,,0,1,2,2,2,2,1,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,9,,9,3,010,1,020,5,1,061,063,1,060,3,,2,1,5
776,1080,127815,SI WAN 14::IRGC 63019-1,63019,,0,1,3,2,2,3,2,,,,020,,000,,,,3,,060,061,3,2,,5,,011,3,020,4,9,,9,2,010,1,020,5,1,061,063,5,060,5,,2,1,1
777,1081,127196,B 3913 B 16-20 ST 28::IRGC 63099-1,63099,,0,1,4,2,3,3,1,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,054,2,3,,9,1,010,1,020,5,3,061,060,3,060,2,,2,1,5
778,1082,,EX WUKARI (WILD)::IRGC 63214-1,63214,1992WS,0,2,4,2,3,3,2,,,020,020,,000,,,,3,,060,061,1,1,,1,,011,3,042,2,7,,7,3,010,1,020,4,3,061,063,1,041,3,060,2,1,5
779,1083,128381,MANYALOJOPOIHUN::IRGC 63350-1,63350,,0,1,4,2,3,3,2,,,,020,,000,,,,3,,060,060,5,1,,3,,011,3,042,5,7,,5,1,010,1,020,4,3,061,060,3,041,3,,2,1,8
780,1084,132047,TOBOHUN::IRGC 63433-1,63433,1991WS,0,2,3,1,4,3,1,,,020,020,,000,,,,3,,060,061,1,1,,5,,011,3,053,3,3,,7,3,010,1,020,5,1,061,063,1,060,5,060,2,1,5
781,1085,128503,WULE DASIMA::IRGC 63450-1,63450,,1,1,4,1,3,3,2,,,,020,,020,,,,3,,060,061,5,1,,5,,011,3,053,2,9,,9,1,010,1,020,4,3,061,063,3,041,3,,2,1,3
782,1086,131960,91-382::IRGC 63464-1,63464,,0,1,2,2,2,2,2,,,,010,,000,,,,3,,060,061,1,1,,7,,011,3,020,4,7,,7,2,010,1,020,5,3,061,063,1,060,3,,2,1,4
783,1087,128383,MARHARORA::IRGC 63511-1,63511,,0,1,5,2,3,2,2,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,020,4,7,,5,3,010,1,020,4,3,061,063,3,041,2,,2,1,3
784,1088,127288,CUN GU NUO::IRGC 63576-1,63576,,0,1,4,2,3,3,2,,,,020,,000,,,,3,,060,061,1,2,,3,,011,3,020,2,7,,5,2,010,1,020,4,3,061,060,1,041,1,,2,1,3
785,1089,127898,YAH YAW::IRGC 61359-1,61359,,0,1,5,2,4,3,2,,,,087,,000,,,,2,,060,061,3,1,,5,,011,3,020,4,3,,7,3,010,1,070,4,1,061,063,1,060,5,,2,1,5
786,1090,127464,JIN HUA 258::IRGC 63670-1,63670,,0,1,2,2,2,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,4,9,,7,2,010,1,020,4,3,061,063,1,060,3,,2,1,5
787,1091,127573,LONG GE 33::IRGC 63705-1,63705,,0,1,2,2,2,2,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,2,9,,7,2,010,1,020,4,3,061,063,1,060,3,,2,1,5
788,1092,127580,LUO AI ZAO 3::IRGC 63730-1,63730,,0,1,1,2,2,2,2,,,,080,,000,,,,3,,081,080,1,1,,3,,084,3,020,4,9,,5,2,010,1,020,4,3,080,085,1,060,3,,2,1,3
789,1093,127771,RONG DAO 4::IRGC 63820-1,63820,,0,1,2,2,2,2,2,,,,070,,000,,,,3,,081,080,1,1,,3,,084,3,020,4,9,,7,2,010,1,020,4,3,080,063,1,041,2,,2,1,3
790,1094,131986,F 478::IRGC 63882-1,63882,1993WS,0,2,3,2,4,3,2,,,020,020,,000,,,,3,,060,061,1,1,,3,,011,3,020,4,5,,7,3,010,1,020,2,3,061,063,1,060,2,060,2,1,3
791,1095,127313,DERAWA::IRGC 64106-1,64106,,0,1,6,2,3,3,2,,,,020,,000,,,,3,,060,060,5,1,,3,,011,3,020,4,7,,7,3,010,1,020,4,3,061,060,3,060,3,,2,1,5
792,1096,128445,RAI MANULA::IRGC 64138-1,64138,1993WS,0,1,7,2,3,3,2,,,071,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,7,,7,3,010,1,020,4,3,061,060,3,041,5,060,2,1,5
793,1097,128248,BURI BURING::IRGC 64174-1,64174,,0,1,4,2,3,3,2,,,,080,,000,,,,1,,060,061,1,1,,5,,011,3,090,1,9,,9,3,010,1,080,4,3,061,060,3,060,3,,2,1,5
794,1098,131971,BEUA KAE::IRGC 64221-1,64221,1992WS,0,2,7,2,3,3,2,,,020,020,,000,,,,3,,060,061,5,1,,5,,011,3,053,4,3,,7,3,010,2,020,4,3,061,063,3,041,7,060,2,1,5
795,1099,127359,E MOOM::IRGC 64291-1,64291,1990WS,0,2,6,3,4,3,2,,,,080,,000,,,,3,,080,080,3,2,,5,,080,3,054,4,9,,9,3,010,1,080,4,1,080,085,3,084,5,081,2,1,5
796,1100,128286,E NAWN KHAO::IRGC 64293-1,64293,,0,1,4,2,3,3,2,,,,080,,000,,,,3,,084,080,3,1,,5,,011,3,020,2,9,,9,2,010,1,020,4,3,080,063,3,084,3,,2,1,5
797,1101,127360,E PLUAK::IRGC 64297-1,64297,,0,2,5,2,3,3,2,,,,087,,000,,,,3,,084,061,3,2,,5,,011,3,053,5,5,,7,3,010,1,080,4,3,061,060,3,084,3,,2,1,5
798,1102,127380,GASET BOW::IRGC 64316-1,64316,1992WS,0,1,5,2,3,3,2,,,020,020,,000,,,,3,,060,061,5,1,,3,,011,3,053,4,7,,7,3,010,1,020,4,3,061,063,3,041,2,060,2,1,5
799,1103,132346,KHAO BUN MI::IRGC 64366-2,64366,1992WS,0,2,5,2,3,3,2,,,020,020,,000,,,,3,,060,061,3,1,,3,,011,3,053,4,5,,7,3,010,1,020,4,3,061,063,3,041,3,060,2,1,5
800,1105,127588,MA EUE::IRGC 64502-1,64502,1992WS,0,2,7,1,3,3,2,,,020,052,,000,,,,3,,060,061,5,2,,5,,011,3,054,4,5,,9,3,010,2,020,4,3,061,063,3,084,7,060,2,1,5
801,1106,127677,NIAW KHIAW NGOO::IRGC 64563-1,64563,1990WS,0,2,6,2,4,3,2,,,,080,,000,,,,3,,060,080,3,2,,5,,011,3,042,2,9,,9,3,010,1,020,5,1,080,060,3,060,7,060,2,1,5
802,1107,132021,OB CHUEY::IRGC 64568-1,64568,1990WS,0,2,6,2,4,3,2,,,,080,,000,,,,3,,084,080,3,1,,5,,084,3,020,4,9,,9,3,010,1,020,2,1,080,060,5,084,5,081,2,1,5
803,1108,127735,PLAWNG SAENG::IRGC 64595-1,64595,1990WS,0,2,4,2,3,3,2,,,,080,,000,,,,3,,060,080,1,1,,5,,011,3,054,4,9,,9,3,010,1,020,5,3,080,060,1,060,5,060,2,1,5
804,1109,132366,QUAHNG LUANG::IRGC 64609-2,64609,1990WS,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,2,,5,,011,3,053,4,9,,9,3,010,1,020,3,5,061,060,3,060,4,060,2,1,5
805,1111,135581,SIA MOO::IRGC 64629-1,64629,1990WS,0,2,5,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,9,,9,3,010,1,020,3,1,061,060,3,060,5,060,2,1,5
806,1112,128275,DECHANGBYEO::IRGC 64858-1,64858,,0,1,2,2,2,2,1,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,020,3,7,,9,1,010,1,020,4,3,061,063,1,060,1,,1,1,3
807,1113,132005,KOCHUM::IRGC 64906-1,64906,,0,1,4,1,2,2,2,,,,080,,000,,,,3,,060,061,1,1,,3,,011,3,090,4,3,,7,2,070,1,020,4,3,061,060,3,060,3,,2,1,5
808,1114,128467,SHANGYIPA::IRGC 64928-1,64928,,0,1,3,2,3,2,2,,,,080,,000,,,,3,,084,061,1,1,,3,,011,3,090,3,5,,9,2,070,1,080,4,3,061,060,3,084,5,,2,1,5
809,1115,127273,CHIAYI WU-K'O::IRGC 64974-1,64974,,0,2,4,2,4,3,2,,,,020,,000,,,,3,,060,061,5,1,,5,,011,3,053,4,5,,5,2,010,1,020,4,3,061,060,5,041,3,,2,1,3
810,1116,127278,CHING CH'UNG::IRGC 65002-1,65002,,0,2,5,2,4,3,2,,,,010,,000,,,,3,,060,061,5,1,,5,,011,3,053,4,5,,7,2,010,1,020,4,3,061,060,3,060,4,,2,1,3
811,1117,127279,CHING LIU::IRGC 65018-1,65018,,0,2,5,2,4,3,2,,,,010,,000,,,,3,,060,061,5,1,,3,,011,3,053,4,5,,7,2,010,1,020,4,3,061,060,3,060,4,,2,1,5
812,1118,127421,HSIN-T'AO YUAN CHING YU::IRGC 65074-1,65074,,1,1,6,2,3,3,2,,,,020,,020,,,,3,,060,061,3,1,,5,,011,3,020,4,5,,7,2,010,1,020,4,3,061,063,3,041,7,,2,1,5
813,1119,128479,TAIPEI 167::IRGC 65371-1,65371,1994WS,0,1,3,2,2,3,2,,,020,020,,000,,,,3,,060,061,1,1,,5,,011,3,080,4,5,,7,2,010,1,020,4,3,061,063,1,060,1,060,2,5,3
814,1120,127518,KHAO YAI GUANG::IRGC 65972-1,65972,1993WS,0,2,6,2,4,3,2,,,020,020,,000,,,,3,,060,061,5,1,,3,,011,3,053,4,5,,9,3,010,1,020,4,1,061,060,7,041,3,060,2,1,5
815,1121,132010,LEUANG KHAJAWN::IRGC 66014-1,66014,1993WS,0,2,6,2,4,3,2,,,020,020,,000,,,,3,,060,061,3,1,,5,,011,3,054,2,7,,7,3,010,1,020,4,3,061,060,3,041,3,060,2,1,5
816,1122,134992,LEUANG MAI::IRGC 66019-2,66019,1990WS,0,2,7,2,3,2,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,9,,9,3,010,1,020,5,3,061,060,3,060,5,060,2,1,5
817,1123,132295,RAI MAHK MEUANG::IRGC 66154-1,66154,1994WS,0,2,6,2,4,4,2,,,020,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,7,,9,3,010,1,020,4,3,061,060,3,041,1,060,2,5,5
818,1124,127389,GORA DHAN 2::IRGC 66269-1,66269,,0,1,4,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,5,,9,2,070,1,020,4,3,061,060,5,041,4,,2,1,5
819,1125,127445,ITA 245::IRGC 66288-1,66288,,0,1,3,2,3,3,1,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,3,,3,2,010,1,020,4,3,061,060,3,041,3,,2,1,5
820,1126,127256,CHAMPION::IRGC 66327-1,66327,,0,1,2,3,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,4,3,,5,3,010,1,020,4,3,061,060,1,060,4,,2,1,5
821,1127,127822,SOSSOKA::IRGC 66478-1,66478,1991WS,0,1,4,2,3,3,1,,,020,020,,000,,,,3,,060,061,5,1,,5,,011,3,020,4,5,,9,3,010,1,020,4,3,061,060,3,041,4,060,2,1,6
822,1128,127450,JATI MANI::IRGC 66565-1,66565,,0,1,3,2,3,3,1,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,7,,5,3,010,1,020,4,3,061,060,1,060,3,,2,1,5
823,1129,127306,DAW NOK KAEN::IRGC 65548-1,65548,1993WS,0,2,5,1,3,2,2,,,020,020,,000,,,,3,,060,061,3,2,,5,,011,3,053,4,5,,7,3,010,1,020,2,3,061,060,1,041,4,060,2,1,5
824,1130,127304,DAWK PUT::IRGC 66699-1,66699,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,5,7,,7,3,010,2,020,4,3,061,060,5,041,4,,2,1,3
825,1131,127302,DAW 85::IRGC 66704-1,66704,1990WS,0,2,7,3,4,3,2,,,,020,,000,,,,3,,060,061,3,2,,3,,011,3,042,4,9,,7,3,010,1,020,5,3,061,060,3,060,5,060,2,1,5
826,1133,128327,KABERI::IRGC 66801-1,66801,,0,1,2,2,2,3,1,,,,010,,000,,,,3,,060,061,1,1,,1,,011,3,020,4,7,,5,2,010,1,020,4,3,061,063,1,060,1,,2,1,3
827,1134,127320,DISSIGBE::IRGC 66916-1,66916,,0,2,7,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,3,5,,5,2,010,1,020,5,3,080,060,3,060,5,,2,1,5
828,1135,127531,KONYAN::IRGC 66931-1,66931,1999WS,0,2,6,2,3,3,2,,,080,087,,000,,,,3,,,,3,1,,5,,011,3,091,4,7,,9,2,070,1,080,4,3,999,060,3,084,5,060,2,3,9
829,1136,128514,ZUIHOU::IRGC 66982-1,66982,1991WS,1,1,2,2,2,2,1,,,020,020,,020,,,,3,,060,061,5,1,,5,,011,3,020,4,9,,9,3,010,1,020,5,1,061,063,3,041,2,060,2,1,5
830,1137,127393,GUANG QING 334::IRGC 67132-1,67132,,0,2,3,2,2,3,2,,,,020,,000,,,,3,,060,060,3,1,,3,,011,3,020,3,7,,7,2,010,1,020,5,3,061,060,1,060,1,,2,1,3
831,1138,127416,HONG YANG ZAO 3::IRGC 67177-1,67177,,0,2,2,3,2,3,1,,,,080,,000,,,,3,,081,080,1,1,,3,,084,3,020,2,5,,5,2,010,1,020,5,3,080,085,1,060,1,,2,1,5
832,1139,127581,LUO SI ZHAN::IRGC 67211-1,67211,,0,2,5,3,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,5,,5,2,010,1,020,5,3,061,060,5,041,4,,2,1,7
833,1140,127622,MEI LIU ZAO 5::IRGC 67231-1,67231,,0,2,2,3,3,2,1,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,4,7,,3,2,010,1,020,5,3,061,063,1,060,1,,2,1,5
834,1141,127753,QING ER XIAO 2::IRGC 67255-1,67255,,0,1,3,3,3,3,1,,,,020,,000,,,,3,,060,061,3,1,,1,,011,3,020,4,9,,7,2,010,1,020,5,3,061,063,1,041,1,,2,1,2
835,1142,127754,QING TAI AI::IRGC 67273-1,67273,,0,2,2,2,3,2,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,042,2,7,,7,2,010,1,020,4,3,061,060,1,060,1,,2,1,5
836,1143,127755,QING ZAO 3::IRGC 67281-1,67281,,0,2,2,3,2,2,1,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,7,,7,2,010,1,020,3,3,061,060,1,041,3,,2,1,5
837,1144,127801,SHUANG BAI AI 2::IRGC 67309-1,67309,,0,1,2,2,2,3,1,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,3,7,,7,1,010,1,020,5,3,061,063,1,060,2,,2,1,5
838,1145,127803,SI CHAO 1::IRGC 67335-1,67335,,0,2,3,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,4,5,,5,2,010,1,020,3,3,061,063,1,041,1,,2,1,4
839,1146,127904,YI LI ZHONG::IRGC 67382-1,67382,,0,2,4,3,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,053,2,9,,7,2,010,1,020,5,3,061,060,3,041,2,,2,1,6
840,1148,127283,CHUNDI::IRGC 67486-1,67486,1992WS,0,1,3,2,3,3,2,,,020,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,7,,7,3,010,1,020,4,3,061,063,3,041,3,060,2,1,5
841,1149,127285,CN 1067::IRGC 65680-1,65680,,0,1,2,2,2,2,1,,,,087,,000,,,,1,,060,061,3,1,,3,,011,3,020,1,5,,5,2,010,1,080,4,3,061,063,3,060,1,,2,1,5
